"GEOID","suffix","n"
"56037","ST",428
"56039","RD",875
"56041","RD",198
"56043","RD",282
"56045","RD",209
"60010","001",10
"60020","20",3
"60050","RD",11
"66010","ST",1213
"69100","RD",13
"69110","DR",171
"69120","BROADWAY",3
"72001","10",10
"72003","VECINAL",52
"72005","A",19
"72007","781",11
"72009","FLORES",7
"72011","A",21
"72013","2",93
"72015","3",23
"72017","4",19
"72019","TORRES",15
"72021","1",108
"72023","NOMBRE",73
"72025","ST",217
"72027","RIVERA",16
"72029","1",41
"72031","1",43
"72033","INTERIOR",27
"72035","3",28
"72037","DR",24
"72039","615",10
"72041","CAMINO",24
"72043","2",27
"72045","781",9
"72047","VECINAL",77
"72049","FONT",9
"72051","2",22
"72053","3",42
"72054","CHIMENEA",15
"72055","2",33
"72057","VECINAL",38
"72059","PASTO",86
"72061","1",38
"72063","2",28
"72065","2",76
"72067","ENTRADA",15
"72069","2",36
"72071","2",22
"72073","143",19
"72075","1",58
"72077","3",20
"72079","PRINCIPAL",18
"72081","453",12
"72083","SUR",10
"72085","1",18
"72087","1",20
"72089","2",19
"72091","VECINAL",17
"72093","366",17
"72095","PRIV",19
"72097","VECINAL",28
"72099","VECINAL",24
"72101","CAM",18
"72103","3",18
"72105","FERRER",19
"72107","143",25
"72109","757",18
"72111","1",19
"72113","2",84
"72115","NIEVES",15
"72117","SALIDA",34
"72119","1",29
"72121","2",15
"72123","1",41
"72125","2",21
"72127","1",126
"72129","NOMBRE",26
"72131","NOMBRE",48
"72133","1",33
"72135","1",55
"72137","2",25
"72139","2",55
"72141","621",15
"72143","VECINAL",126
"72145","A",25
"72147","NOMBRE",8
"72149","C",17
"72151","PRIV",44
"72153","1",22
"78010","RD",199
"78020","RD",86
"78030","RD",203
